Area Code,Year,Item Code,Production,Import Quantity,Stock Variation,Domestic supply quantity,Processing,Residuals,Food,Food supply quantity (kg/capita/yr),Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Fat supply quantity (g/capita/day),Export Quantity,Losses,Feed,Seed,Other uses (non-food),Tourist consumption
72,2018,2574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,4.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2577,0.0,444.0,0.0,444.0,0.0,0.0,9.0,9.41,228.0,0.0,25.79,0.0,0.0,0.0,0.0,435.0,0.0
72,2018,2578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,6.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2586,0.0,22.0,1.0,22.0,0.0,17.0,3.0,2.76,63.0,0.01,7.07,0.0,0.0,0.0,0.0,2.0,0.0
72,2018,2601,2.0,15.0,0.0,16.0,0.0,5.0,11.0,11.45,5.0,0.25,0.06,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2602,0.0,15.0,0.0,15.0,0.0,0.0,15.0,15.96,14.0,0.48,0.09,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2605,38.0,12.0,1.0,50.0,0.0,5.0,42.0,43.44,27.0,1.64,0.23,0.0,3.0,0.0,0.0,0.0,0.0
72,2018,2611,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.5,2.0,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2612,3.0,0.0,0.0,3.0,0.0,0.0,3.0,2.69,1.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2615,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.53,4.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2617,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.91,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2619,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.47,11.0,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2625,2.0,16.0,0.0,18.0,0.0,3.0,14.0,14.68,20.0,0.21,0.09,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2630,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.04,0.0,2.0,0.0,0.0,0.0,0.0,0.0
72,2018,2633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.11,0.87,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2635,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.58,1.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2641,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.59,5.0,0.19,0.28,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2645,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.64,6.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2656,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.39,2.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2658,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.01,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2659,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0
72,2018,2680,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44,4.0,0.18,0.03,0.0,0.0,0.0,0.0,0.0,0.0
72,2018,2899,0.0,13.0,5.0,8.0,0.0,0.0,8.0,8.24,9.0,0.27,0.11,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2731,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.47,52.0,3.27,4.22,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,5.0,0.53,0.3,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2733,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.44,66.0,3.58,5.59,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2734,0.0,4.0,0.0,5.0,0.0,0.0,3.0,42.44,181.0,14.0,13.55,0.0,0.0,0.0,0.0,0.0,1.0
55,2018,2735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,9.0,1.41,0.27,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2737,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.63,55.0,0.11,6.09,0.0,0.0,0.0,0.0,1.0,0.0
55,2018,2782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,13.0,0.99,0.88,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2848,7.0,1.0,0.0,8.0,0.0,0.0,5.0,67.4,206.0,11.34,10.35,0.0,1.0,0.0,0.0,0.0,2.0
55,2018,2761,0.01,0.12,0.0,0.12,0.0,0.0,0.12,1.71,3.0,0.46,0.11,0.01,0.0,0.0,0.0,0.0,0.0
55,2018,2762,0.0,0.18,0.0,0.18,0.0,0.0,0.18,2.52,4.0,0.8,0.04,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2763,0.59,0.47,0.4,1.46,0.0,0.0,1.46,20.29,48.0,6.28,2.31,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2764,0.2,0.0,0.0,0.2,0.0,0.0,0.2,2.74,5.0,0.77,0.17,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2765,0.0,0.04,0.0,0.04,0.0,0.0,0.04,0.59,1.0,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2511,0.0,2.0,-1.0,3.0,0.0,0.0,3.0,37.4,505.0,13.17,2.02,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2805,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.26,101.0,2.09,0.42,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,21.0,0.76,0.11,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,31.0,0.68,0.11,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2532,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.49,18.0,0.15,0.08,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2531,0.0,1.0,0.0,1.0,0.0,0.0,1.0,10.6,21.0,0.42,0.04,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2533,2.0,0.0,0.0,2.0,0.0,0.0,1.0,7.81,19.0,0.23,0.04,0.0,0.0,1.0,0.0,0.0,0.0
55,2018,2535,15.0,0.0,0.0,15.0,0.0,0.0,4.0,57.47,159.0,2.05,0.3,0.0,2.0,6.0,1.0,0.0,2.0
55,2018,2534,19.0,0.0,0.0,18.0,0.0,0.0,4.0,53.65,136.0,2.28,0.34,0.0,3.0,9.0,3.0,0.0,0.0
55,2018,2536,5.0,0.0,0.0,5.0,3.0,0.0,0.0,6.22,5.0,0.0,0.04,0.0,0.0,2.0,0.0,0.0,0.0
55,2018,2542,0.0,2.0,-1.0,3.0,0.0,0.0,3.0,37.96,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2543,0.0,1.0,-1.0,2.0,0.0,0.0,2.0,27.76,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,11.0,0.72,0.04,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,2.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,31.0,2.09,0.15,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,5.0,0.23,0.42,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2560,7.0,0.0,0.0,8.0,4.0,0.0,1.0,17.18,64.0,0.76,5.9,0.0,1.0,0.0,0.0,0.0,1.0
55,2018,2563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,75.0,0.0,8.45,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,12.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2574,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
55,2018,2575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2578,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.08,50.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,1.0
55,2018,2579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,41.0,0.04,4.64,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,3.0,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,4.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2605,8.0,1.0,0.0,7.0,0.0,0.0,6.0,80.85,55.0,2.09,0.3,1.0,1.0,0.0,0.0,0.0,0.0
55,2018,2611,7.0,0.0,0.0,7.0,0.0,0.0,6.0,87.94,68.0,1.22,0.23,0.0,1.0,0.0,0.0,0.0,0.0
55,2018,2612,1.0,0.0,0.0,2.0,0.0,0.0,2.0,20.92,9.0,0.11,0.34,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2613,14.0,0.0,0.0,14.0,0.0,0.0,11.0,149.04,87.0,1.18,0.38,0.0,2.0,0.0,0.0,0.0,1.0
55,2018,2614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2615,27.0,0.0,0.0,27.0,0.0,0.0,5.0,69.54,118.0,1.52,0.19,0.0,13.0,2.0,0.0,0.0,6.0
55,2018,2616,6.0,0.0,0.0,5.0,0.0,0.0,2.0,21.92,45.0,0.49,0.19,0.0,0.0,3.0,0.0,0.0,1.0
55,2018,2617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,5.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2625,7.0,0.0,0.0,4.0,0.0,0.0,3.0,37.85,38.0,0.42,0.76,4.0,0.0,0.0,0.0,0.0,1.0
55,2018,2630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,4.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,20.0,0.19,1.83,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,27.0,0.65,0.76,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2656,0.0,1.0,0.0,1.0,0.0,0.0,1.0,13.56,13.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2658,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.58,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018,2899,0.0,1.0,0.0,1.0,0.0,0.0,1.0,12.08,14.0,0.38,0.15,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2731,63.0,6.0,0.0,70.0,0.0,0.0,68.0,6.43,37.0,2.52,2.93,0.0,0.0,0.0,0.0,0.0,1.0
56,2018,2732,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.21,1.0,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2733,76.0,59.0,0.0,125.0,0.0,0.0,123.0,11.59,44.0,3.06,3.39,10.0,0.0,0.0,0.0,0.0,1.0
56,2018,2734,349.0,57.0,0.0,400.0,0.0,0.0,396.0,37.23,131.0,11.6,8.93,6.0,0.0,0.0,0.0,0.0,5.0
56,2018,2735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2736,14.0,2.0,0.0,16.0,0.0,0.0,15.0,1.39,4.0,0.7,0.11,0.0,1.0,0.0,0.0,0.0,0.0
56,2018,2740,3.0,2.0,0.0,6.0,0.0,0.0,6.0,0.55,11.0,0.01,1.28,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2737,10.0,10.0,0.0,20.0,0.0,0.0,11.0,1.02,26.0,0.01,2.88,0.0,0.0,0.0,0.0,9.0,0.0
56,2018,2781,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
56,2018,2782,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2744,152.0,1.0,0.0,149.0,0.0,0.0,113.0,10.64,38.0,2.89,2.51,5.0,14.0,0.0,21.0,0.0,1.0
56,2018,2848,895.0,151.0,0.0,1045.0,87.0,0.0,900.0,84.67,182.0,10.24,9.15,1.0,46.0,2.0,0.0,0.0,9.0
56,2018,2761,2.78,8.79,0.0,11.36,0.0,0.0,11.36,1.07,2.0,0.27,0.06,0.21,0.0,0.0,0.0,0.0,0.0
56,2018,2762,3.08,23.37,0.0,25.58,0.0,0.0,25.58,2.41,4.0,0.73,0.05,0.87,0.0,0.0,0.0,0.0,0.0
56,2018,2763,3.11,35.93,0.0,35.46,0.0,0.0,35.46,3.34,8.0,0.97,0.38,3.58,0.0,0.0,0.0,0.0,0.0
56,2018,2764,5.09,13.11,0.0,18.17,0.0,0.0,7.45,0.7,1.0,0.19,0.04,0.03,0.0,10.72,0.0,0.0,0.0
56,2018,2765,2.31,2.53,0.0,4.5,0.0,0.0,4.5,0.42,1.0,0.12,0.01,0.34,0.0,0.0,0.0,0.0,0.0
56,2018,2766,0.05,1.17,0.0,1.22,0.0,0.0,1.22,0.12,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2767,1.84,1.58,0.0,3.42,0.0,0.0,3.42,0.32,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0
56,2018,2769,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2775,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
56,2018,2511,0.0,562.0,-5.0,482.0,0.0,0.0,280.0,26.36,204.0,6.11,1.54,85.0,10.0,189.0,0.0,0.0,3.0
56,2018,2805,965.0,21.0,78.0,889.0,45.0,0.0,784.0,73.82,479.0,9.47,0.79,20.0,30.0,0.0,18.0,0.0,12.0
56,2018,2513,0.0,50.0,9.0,41.0,41.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2514,45.0,1448.0,-27.0,1506.0,0.0,0.0,51.0,4.78,45.0,1.17,0.53,14.0,44.0,1390.0,7.0,14.0,0.0
56,2018,2515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2516,0.0,23.0,9.0,13.0,0.0,0.0,13.0,1.2,7.0,0.29,0.11,1.0,0.0,0.0,0.0,0.0,0.0
56,2018,2517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2518,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,2018,2520,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.06,1.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,2018,2532,160.0,1.0,0.0,161.0,0.0,0.0,135.0,12.73,35.0,0.21,0.07,0.0,12.0,11.0,0.0,1.0,2.0
56,2018,2531,89.0,39.0,0.0,124.0,0.0,0.0,109.0,10.22,19.0,0.59,0.04,3.0,7.0,4.0,4.0,0.0,1.0
56,2018,2533,53.0,0.0,0.0,43.0,0.0,0.0,39.0,3.67,9.0,0.1,0.02,9.0,4.0,0.0,0.0,0.0,0.0
56,2018,2535,31.0,0.0,0.0,31.0,0.0,0.0,28.0,2.68,7.0,0.13,0.01,0.0,2.0,0.0,0.0,0.0,0.0
56,2018,2534,32.0,0.0,0.0,31.0,0.0,0.0,29.0,2.69,8.0,0.13,0.02,1.0,2.0,0.0,0.0,0.0,0.0
56,2018,2536,5809.0,0.0,0.0,5809.0,5525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0
56,2018,2537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2542,631.0,21.0,52.0,422.0,0.0,0.0,397.0,37.4,362.0,0.0,0.0,178.0,19.0,0.0,0.0,0.0,5.0
56,2018,2543,0.0,62.0,20.0,27.0,0.0,0.0,27.0,2.56,6.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
56,2018,2745,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2546,38.0,35.0,7.0,64.0,0.0,0.0,59.0,5.58,52.0,2.94,0.23,3.0,2.0,0.0,2.0,0.0,1.0
56,2018,2547,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2549,42.0,3.0,2.0,43.0,0.0,0.0,36.0,3.34,31.0,1.93,0.17,0.0,2.0,4.0,1.0,0.0,0.0
56,2018,2551,1.0,2.0,0.0,3.0,0.0,0.0,3.0,0.25,3.0,0.09,0.28,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2555,0.0,25.0,2.0,22.0,22.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2556,6.0,2.0,0.0,9.0,6.0,0.0,2.0,0.2,3.0,0.14,0.26,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2560,403.0,12.0,27.0,268.0,48.0,0.0,188.0,17.71,59.0,0.78,5.65,120.0,30.0,0.0,0.0,0.0,2.0
56,2018,2561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.0,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2562,285.0,0.0,0.0,285.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2563,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.17,1.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0
56,2018,2570,0.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0
56,2018,2571,4.0,143.0,-22.0,162.0,0.0,0.0,93.0,8.78,213.0,0.0,24.05,7.0,0.0,0.0,0.0,67.0,1.0
56,2018,2572,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.16,4.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
