Code Domaine,Domaine,Code zone,Zone,Code année,Année,Code Produit,Produit,Code Mois,Mois,Unité,Valeur,Symbole,Description du Symbole,Note
"CP","Indices de Prix à la Consommation","20","Botswana","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","106.074354","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","20","Botswana","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","106.17764","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","20","Botswana","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","106.280926","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","20","Botswana","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","106.280926","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","20","Botswana","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","105.971069","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","20","Botswana","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","105.764498","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","20","Botswana","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","105.454641","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","20","Botswana","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","105.144784","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","20","Botswana","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","104.992437","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","20","Botswana","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","105.144784","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","20","Botswana","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","105.248069","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","21","Brésil","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","113.04112","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","21","Brésil","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","112.667973","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","21","Brésil","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","112.746904","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","21","Brésil","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","112.848444","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","21","Brésil","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","113.209586","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","21","Brésil","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","115.507591","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","21","Brésil","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","115.368937","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","21","Brésil","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","114.976682","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","21","Brésil","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","115.091727","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","21","Brésil","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","115.770595","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","21","Brésil","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","116.222173","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","21","Brésil","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","116.733574","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","26","Brunéi Darussalam","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","101.875088","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","26","Brunéi Darussalam","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","102.008496","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","26","Brunéi Darussalam","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","101.964546","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","26","Brunéi Darussalam","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","101.864837","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","26","Brunéi Darussalam","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","101.695129","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","26","Brunéi Darussalam","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","101.132976","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","26","Brunéi Darussalam","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","101.487306","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","26","Brunéi Darussalam","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","101.832507","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","26","Brunéi Darussalam","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","101.861305","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","26","Brunéi Darussalam","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","101.48297","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","26","Brunéi Darussalam","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","101.432619","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","26","Brunéi Darussalam","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","101.336234","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","27","Bulgarie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","105.025054","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","27","Bulgarie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","105.305838","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","27","Bulgarie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","104.920477","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","27","Bulgarie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","105.881992","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","27","Bulgarie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","106.112006","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","27","Bulgarie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","105.470966","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","27","Bulgarie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","105.532481","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","27","Bulgarie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","105.582351","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","27","Bulgarie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","107.216949","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","27","Bulgarie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","107.2415","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","27","Bulgarie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","107.073967","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","27","Bulgarie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","107.007477","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Burkina Faso","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","103.019671","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Burkina Faso","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","103.410267","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Burkina Faso","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","103.703214","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Burkina Faso","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","106.144438","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Burkina Faso","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","107.218577","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Burkina Faso","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","109.464504","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Burkina Faso","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","111.515132","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Burkina Faso","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","109.171557","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Burkina Faso","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","109.073908","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Burkina Faso","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","107.316226","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Burkina Faso","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","104.191459","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","233","Burkina Faso","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","103.800863","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","29","Burundi","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","126.866284","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","29","Burundi","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","124.250485","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","29","Burundi","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","122.179643","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","29","Burundi","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","122.724601","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","29","Burundi","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","124.141493","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","29","Burundi","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","121.634685","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","29","Burundi","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","119.454852","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","29","Burundi","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","116.73006","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","29","Burundi","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","111.934428","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","29","Burundi","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","108.991653","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","29","Burundi","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","110.408545","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","29","Burundi","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","111.062494","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","35","Cabo Verde","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","99.616263","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","35","Cabo Verde","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","99.915112","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","35","Cabo Verde","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","99.825457","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","35","Cabo Verde","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","99.526608","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","35","Cabo Verde","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","99.138105","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","35","Cabo Verde","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","98.938872","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","35","Cabo Verde","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","99.506685","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","35","Cabo Verde","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","99.028527","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","35","Cabo Verde","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","99.59634","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","35","Cabo Verde","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","100.124306","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","35","Cabo Verde","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","100.074498","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","35","Cabo Verde","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","100.104383","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","115","Cambodge","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","110.861481","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","115","Cambodge","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","111.488868","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","115","Cambodge","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","111.616472","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","115","Cambodge","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","112.382098","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","115","Cambodge","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","112.706425","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","115","Cambodge","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","112.887198","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","115","Cambodge","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","112.387415","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","115","Cambodge","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","113.301911","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","115","Cambodge","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","113.567754","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","115","Cambodge","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","113.844229","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","115","Cambodge","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","113.227476","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","115","Cambodge","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","113.083921","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","32","Cameroun","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","101.052314","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","32","Cameroun","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","101.052314","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","32","Cameroun","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","101.325675","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","32","Cameroun","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","102.145757","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","32","Cameroun","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","102.419117","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","32","Cameroun","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","101.963516","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","32","Cameroun","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","101.781276","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","32","Cameroun","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","101.781276","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","32","Cameroun","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","102.783598","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","32","Cameroun","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","103.785921","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","32","Cameroun","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","103.968161","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","32","Cameroun","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","104.150401","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","33","Canada","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","100.9975","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","33","Canada","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","100.785","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","33","Canada","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","100.0767","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","33","Canada","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","100.5017","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","33","Canada","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","100.1476","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","33","Canada","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","101.0683","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","33","Canada","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","101.4932","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","33","Canada","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","101.1391","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","33","Canada","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","100.1476","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","33","Canada","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","99.65177","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","33","Canada","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","101.0683","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","33","Canada","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","102.5556","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","40","Chili","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","108.4597","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","40","Chili","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","107.8036","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","40","Chili","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","108.0114","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","40","Chili","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","108.4706","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","40","Chili","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","108.1973","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","40","Chili","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","108.5909","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","40","Chili","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","108.9408","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","40","Chili","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","109.4438","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","40","Chili","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","109.8921","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","40","Chili","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","110.6466","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","40","Chili","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","111.0402","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","40","Chili","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","110.1873","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","96","Chine - RAS de Hong-Kong","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","106.816926","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","96","Chine - RAS de Hong-Kong","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","110.384096","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","96","Chine - RAS de Hong-Kong","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","109.095951","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","96","Chine - RAS de Hong-Kong","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","108.699599","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","96","Chine - RAS de Hong-Kong","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","108.600511","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","96","Chine - RAS de Hong-Kong","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","108.699599","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","96","Chine - RAS de Hong-Kong","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","108.996863","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","96","Chine - RAS de Hong-Kong","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","108.699599","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","96","Chine - RAS de Hong-Kong","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","110.18592","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","96","Chine - RAS de Hong-Kong","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","110.285008","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","96","Chine - RAS de Hong-Kong","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","109.690479","X","Sources internationales sûres","base year is 2015"
